Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
6_S6_contigs	9.149	7.184	7.589	10.785	11.022	11.377	5.687	6.704	7.631	7.715	9.166	7.110	5.588	0.0	5.989	12.883	6.233	56.269	61.091	64.755
8_S8_contigs	30.633	29.811	0.101	33.585	33.583	29.842	14.219	30.372	36.975	20.260	19.858	15.391	22.345	0.0	26.594	23.068	30.458	72.096	82.364	80.663
9_S9_contigs	24.707	25.992	13.311	22.516	16.514	20.244	25.949	25.840	25.299	11.848	12.046	20.175	16.520	0.0	14.814	11.516	23.692	99.860	99.239	99.846
A_2013_70_F524_1_S1_contigs	22.197	23.333	0.259	2.622	3.371	3.348	3.948	5.769	3.748	1.186	1.083	0.731	3.306	0.0	4.399	4.954	1.901	57.626	65.071	58.258
A_2013_70_F524_2_S2_contigs	21.128	18.045	0.365	4.265	2.679	2.943	2.713	3.913	0.895	2.458	3.005	3.578	3.416	0.0	8.421	1.658	1.147	57.067	66.766	80.638
A_2014_70_F537_S3_contigs	18.392	18.038	0.356	1.624	2.322	3.611	4.479	1.973	2.102	2.027	1.701	2.677	2.339	0.0	3.300	4.257	1.354	50.673	54.905	65.579
A_H_1309_4_4_S6_contigs	27.286	27.676	15.488	25.815	22.759	17.961	20.427	20.801	23.661	24.348	26.071	15.403	30.016	0.0	15.602	27.370	20.296	95.983	92.379	97.534
A_H_1309_5_2_S7_contigs	10.799	9.520	0.582	2.460	1.788	1.511	2.432	9.048	7.671	4.389	3.750	1.373	3.108	0.0	8.271	2.634	7.295	86.757	94.489	98.440
A_H130426_2_S6_contigs	14.942	13.153	0.003	0.808	0.739	0.342	2.174	15.754	15.414	5.332	5.024	0.049	2.425	0.0	14.374	3.108	13.826	74.674	88.381	97.224
A_H1309_1_3_S8_contigs	4.213	4.320	0.605	2.554	2.173	1.254	3.147	4.467	3.992	2.148	0.864	2.318	1.263	0.0	2.795	1.316	4.717	33.028	68.279	77.252
A_H1309_4_1_S7_contigs	19.227	18.426	0.041	1.896	1.380	0.598	3.826	20.033	19.565	6.388	6.288	0.200	2.022	0.0	20.855	4.840	15.048	96.564	97.221	99.723
A_H1309_4_3_S10_contigs	20.817	16.373	13.548	16.553	15.188	18.516	14.996	17.362	16.678	15.052	16.959	14.588	11.002	0.0	15.098	18.054	12.493	35.306	47.687	48.404
A_H1309_5II_S9_contigs	12.303	12.072	0.476	2.708	1.758	0.685	3.344	12.902	11.359	3.270	3.134	0.423	1.518	0.0	12.490	2.809	9.584	98.601	97.108	99.649
A_Hdes_10_S9_contigs	8.325	7.874	0.065	8.058	7.906	6.119	2.776	9.935	8.951	2.860	2.575	2.919	2.470	0.0	7.864	3.380	6.338	37.466	45.356	39.261
A_Hdes_11_S10_contigs	13.160	13.243	0.271	2.896	2.402	1.720	5.882	11.656	10.921	4.673	4.514	0.622	4.687	0.0	12.491	3.839	10.863	97.366	97.539	99.808
A_Hdes_12_S11_contigs	10.977	11.794	0.042	8.737	9.347	7.848	5.272	9.757	11.346	3.780	4.374	2.164	3.335	0.0	9.437	4.233	9.066	48.283	64.537	79.955
A_Hdes_19_S12_contigs	10.845	11.185	1.027	2.137	2.230	1.876	4.574	8.893	7.439	4.592	4.846	2.583	2.188	0.0	8.151	4.322	6.912	95.354	96.252	99.324
A_Hdes_20_1_S13_contigs	11.008	10.287	0.091	10.114	9.627	7.373	6.462	12.132	14.173	4.982	5.206	3.267	4.234	0.0	10.891	5.428	10.041	81.220	73.685	89.126
A_Hdes_3_S8_contigs	25.509	26.831	0.0	1.798	1.728	0.653	4.533	23.735	26.235	9.902	10.055	0.068	4.149	0.0	25.643	5.603	21.338	89.947	93.273	98.881
A15_S15_contigs	4.193	3.752	0.045	0.425	0.275	0.153	0.838	4.524	3.517	1.028	0.849	0.0	0.391	0.0	3.985	0.728	2.678	27.993	54.665	66.111
A16_S16_contigs	10.488	10.382	0.005	1.226	1.303	0.502	2.302	11.609	11.918	3.620	3.160	0.018	1.151	0.0	12.458	2.009	9.304	36.681	45.012	57.710
A1_S1_contigs	3.130	1.991	3.470	0.908	2.069	2.265	2.457	1.897	2.254	1.354	2.401	3.431	0.730	0.0	1.851	1.155	1.765	21.946	24.638	31.998
A22_S22_contigs	3.995	4.154	0.030	0.379	0.345	0.130	0.550	4.895	3.699	0.979	1.048	0.012	0.313	0.0	4.435	0.686	2.673	28.048	55.961	59.895
A25_S9_contigs	10.374	10.156	0.0	1.071	1.060	0.425	2.510	12.272	13.075	2.964	3.879	0.0	1.334	0.0	12.688	2.636	9.625	38.766	55.617	57.790
A2_S2_contigs	3.561	2.122	3.208	1.094	2.804	4.442	3.306	1.964	2.106	1.197	1.204	3.592	0.787	0.0	2.778	1.350	2.366	24.240	25.061	30.849
A3_S3_contigs	13.507	15.996	8.117	12.273	14.545	15.007	11.630	13.996	14.134	13.616	12.487	11.564	8.750	0.0	13.528	13.090	14.222	70.792	69.703	69.894
A4_S4_contigs	4.694	3.072	3.682	1.233	2.265	2.598	2.524	1.741	2.941	1.412	1.293	3.473	0.499	0.0	2.813	0.807	2.774	66.421	56.037	65.632
A5_S5_contigs	5.127	5.792	5.627	4.400	6.078	7.005	3.528	4.788	3.807	4.311	4.340	6.155	1.303	0.0	5.692	4.433	3.356	44.365	48.544	54.897
A6_S6_contigs	9.646	8.431	6.071	4.763	4.725	7.488	5.146	6.226	7.499	4.091	3.054	7.658	1.674	0.0	5.781	4.013	5.689	82.686	77.813	79.593
A7_S7_contigs	6.963	7.623	7.768	6.317	9.873	7.789	5.322	8.920	7.210	10.923	10.405	5.719	3.672	0.0	6.472	8.605	8.066	55.715	62.045	67.847
A8_S8_contigs	7.764	6.534	7.579	9.206	8.082	6.638	4.377	5.477	6.945	9.215	9.325	6.893	3.254	0.0	7.581	7.826	6.080	52.573	57.702	71.289
A9_2_S2_contigs	10.884	11.181	0.0	1.211	1.073	0.480	2.378	11.930	12.838	3.692	3.340	0.010	1.709	0.0	12.143	2.224	9.993	40.428	58.124	59.145
AW02J18_S11_contigs	99.818	99.827	99.642	99.630	99.592	99.543	96.509	99.747	99.711	99.556	99.601	99.551	99.605	0.0	99.499	99.703	99.387	99.992	99.888	99.993
AW19M33_S12_contigs	42.946	42.928	0.0	0.527	0.516	0.184	4.115	38.782	31.572	20.747	20.823	0.0	5.139	0.0	37.178	12.514	28.754	91.889	94.795	99.527
Acidobacteria_bacterium_Mor1_genomic	32.224	32.176	0.0	0.157	0.157	0.052	1.445	28.654	19.399	14.477	14.485	0.0	6.174	0.0	28.038	9.817	21.659	85.855	93.648	99.196
Aciduliprofundum_boonei_T469_genomic	82.995	83.394	0.0	6.740	6.460	3.661	31.093	74.491	70.510	65.250	65.455	0.057	34.498	0.0	83.076	52.941	75.848	98.936	99.044	99.996
Aciduliprofundum_sp_MAR08_339_genomic	93.406	93.728	0.0	25.539	24.855	18.277	65.501	87.361	88.318	86.208	86.231	1.011	63.662	0.0	93.947	78.237	93.931	99.769	99.714	99.997
Acinetobacter_venetianus_VE_C3_genomic	96.361	96.394	0.102	80.467	79.368	74.354	91.709	94.972	96.124	94.195	94.229	24.922	76.595	0.0	95.758	92.546	96.252	99.984	99.921	99.999
Actinoalloteichus_hymeniacidonis_strain_HPA177_DSM_45092_genomic	3.889	3.805	0.0	0.0	0.0	0.0	0.012	3.991	1.433	1.044	1.131	0.0	0.650	0.0	2.724	0.923	1.865	42.181	72.947	85.164
Actinoalloteichus_sp_ADI127_7_genomic	65.406	74.286	0.0	11.723	11.231	7.343	37.055	57.737	62.400	50.364	50.399	0.171	30.179	0.0	63.588	34.799	63.939	94.210	99.537	99.996
Actinoalloteichus_sp_GBA129_24_genomic	26.401	17.306	0.0	6.214	6.105	4.364	17.908	28.569	25.230	24.954	25.057	0.116	13.152	0.0	26.200	18.267	20.474	17.033	47.796	55.152
Aeromonas_salmonicida_subsp_salmonicida_A449_genomic	64.545	65.542	0.866	89.672	89.994	85.678	49.661	84.968	89.336	91.808	91.845	87.970	86.634	0.0	79.285	81.998	90.310	99.998	99.968	99.998
Aeropyrum_camini_SY1_JCM_12091_genomic	99.918	99.894	0.0	99.755	99.719	99.745	99.643	99.707	99.957	99.721	99.721	94.438	86.301	0.0	99.931	99.718	99.906	99.999	99.984	99.999
Aeropyrum_pernix_K1_genomic	4.932	4.951	0.0	0.0	0.0	0.0	0.0	5.366	1.431	1.364	1.407	0.0	0.405	0.0	4.192	1.226	3.211	43.678	74.859	87.653
Agarivorans_gilvus_strain_WH0801_genomic	79.261	79.527	0.021	7.134	6.871	3.807	28.639	70.774	67.524	60.537	60.518	0.222	24.608	0.0	77.710	47.368	72.948	98.908	99.353	99.994
Agrococcus_jejuensis_strain_DSM_22002_genomic	14.373	14.315	0.0	0.019	0.019	0.0	0.464	14.578	10.973	5.324	5.178	0.002	2.276	0.0	10.766	3.794	7.705	74.834	89.430	97.940
Alcanivorax_borkumensis_SK2_genomic	4.419	4.397	0.0	0.027	0.027	0.027	0.0	5.088	1.675	1.722	1.671	0.019	0.419	0.0	3.689	1.552	2.446	42.831	73.441	86.131
Alcanivorax_dieselolei_B5_genomic	0.096	0.064	0.0	0.0	0.0	0.0	0.0	0.087	0.034	0.021	0.015	0.0	0.029	0.0	0.078	0.041	0.036	3.615	29.793	33.150
Alcanivorax_sp_W11_5_genomic	22.295	22.250	0.0	0.052	0.094	0.038	0.800	20.521	13.643	9.327	9.313	0.0	2.149	0.0	19.069	6.275	14.689	79.001	90.331	98.186
Algibacter_sp_HZ22_genomic	99.190	99.165	3.581	99.276	99.252	99.023	94.405	99.142	99.125	99.074	99.069	98.267	99.337	0.0	98.984	99.083	99.424	100.000	99.990	100.000
Aliivibrio_salmonicida_LFI1238_genomic	18.403	20.802	8.596	18.216	15.069	9.658	17.831	13.898	14.579	14.592	12.473	10.682	42.115	0.0	8.625	10.178	6.641	68.615	95.855	99.903
Aliivibrio_wodanis_genomic	8.250	8.628	0.609	5.722	4.931	3.376	4.584	6.394	6.278	3.333	3.147	2.248	4.581	0.0	5.784	3.714	6.152	83.487	99.203	99.984
Altererythrobacter_atlanticus_strain_26DY36_genomic	1.318	1.253	0.0	0.0	0.0	0.0	0.040	1.578	0.428	0.334	0.341	0.0	0.175	0.0	1.014	0.349	0.691	21.179	57.381	68.316
Altererythrobacter_dongtanensis_strain_KCTC_22672_genomic	10.631	10.521	0.0	0.017	0.017	0.0	0.091	9.845	5.025	3.507	3.554	0.0	1.210	0.0	8.860	2.648	6.326	62.861	83.842	94.798
Altererythrobacter_epoxidivorans_CGMCC_17731_genomic	22.373	22.234	0.0	0.0	0.0	0.020	0.602	20.455	12.888	8.283	8.245	0.0	2.315	0.0	19.680	6.167	15.023	80.143	91.971	98.484
Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic	53.733	53.840	0.0	0.788	0.770	0.244	5.712	46.361	36.600	31.754	31.800	0.005	7.691	0.0	50.772	23.342	41.587	93.932	96.957	99.740
Altererythrobacter_marensis_strain_KCTC_22370_genomic	67.448	67.589	0.0	3.076	2.923	1.250	15.947	59.350	57.171	41.364	41.377	0.002	15.660	0.0	62.789	25.926	53.178	97.784	98.759	99.961
Altererythrobacter_namhicola_strain_JCM_16345_genomic	95.971	96.096	0.0	39.495	38.274	30.019	74.986	91.827	94.503	84.976	84.951	1.430	48.726	0.0	95.172	68.333	94.113	99.931	99.899	99.996
Alteromonas_australica_DE170_genomic	78.355	79.980	0.076	12.108	11.709	7.456	41.214	67.155	71.563	61.097	60.963	0.531	31.580	0.0	77.007	49.342	74.210	98.404	99.064	99.993
Alteromonas_australica_H_17_genomic	6.259	4.491	0.0	1.283	1.320	0.787	2.444	10.380	7.531	6.228	6.306	0.018	4.726	0.0	6.108	5.143	5.665	45.027	74.114	86.043
Alteromonas_macleodii_ATCC_27126_genomic	51.046	50.275	2.948	53.956	52.693	47.912	34.848	52.700	57.512	20.785	20.876	21.185	25.843	0.0	36.168	28.133	38.996	100.000	99.994	100.000
Alteromonas_macleodii_AltDE1_genomic	19.864	20.004	3.814	6.557	6.358	7.150	9.422	15.594	11.798	6.604	7.149	3.948	5.881	0.314	10.430	7.603	4.149	35.761	33.477	31.420
Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic	81.056	80.254	21.497	32.693	30.879	29.255	30.062	46.878	44.370	37.538	36.845	22.805	27.958	0.0	35.647	38.506	14.071	100.000	99.998	100.000
Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic	85.266	85.198	13.441	84.462	86.376	79.470	45.185	78.918	80.997	75.458	76.070	57.638	75.133	0.0	78.023	80.872	68.649	100.000	99.994	100.000
Alteromonas_macleodii_str_Black_Sea_11_genomic	82.518	82.896	0.349	88.447	86.823	81.825	47.804	86.425	88.411	47.149	47.546	56.435	51.848	0.0	81.251	57.684	83.579	100.000	99.996	100.000
Alteromonas_macleodii_str_Deep_ecotype_genomic	26.276	26.275	2.436	10.860	10.398	9.958	12.906	17.795	18.584	11.664	11.818	4.856	7.354	0.0	15.072	11.556	10.182	99.473	99.982	100.000
Alteromonas_macleodii_str_English_Channel_615_genomic	24.637	24.717	1.822	6.833	6.973	5.906	9.974	17.699	16.076	9.840	9.519	2.931	5.489	0.0	14.970	9.186	10.779	99.958	99.873	99.998
Alteromonas_macleodii_str_English_Channel_673_genomic	6.221	6.563	0.614	2.570	2.337	2.130	4.170	4.828	3.178	1.277	0.870	1.139	1.199	0.0	2.070	1.430	3.601	11.631	47.078	54.527
Alteromonas_macleodii_str_Ionian_Sea_U4_genomic	35.177	35.577	8.028	17.286	13.704	13.077	18.434	21.477	24.740	18.049	16.125	10.248	13.917	0.255	15.891	15.789	9.090	95.172	96.102	99.996
Alteromonas_macleodii_str_Ionian_Sea_U7_genomic	36.672	37.144	7.971	9.807	11.839	9.333	7.256	19.788	17.542	10.187	11.295	7.075	7.331	0.0	12.521	13.826	2.887	2.225	16.714	16.953
Alteromonas_macleodii_str_Ionian_Sea_U8_genomic	39.062	39.199	11.300	16.357	14.931	15.438	23.861	21.079	19.462	15.008	13.640	10.393	10.284	0.339	16.767	13.889	7.736	99.999	99.996	100.000
Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic	20.642	25.389	3.425	14.162	12.697	10.520	13.252	14.163	15.676	8.961	10.191	9.429	8.176	0.0	12.691	10.503	8.092	99.436	99.994	100.000
Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic	25.441	21.359	3.561	8.042	6.643	8.058	5.607	9.703	12.546	9.635	7.757	8.377	8.295	0.0	7.037	9.707	5.312	51.494	90.576	95.239
Alteromonas_mediterranea_strain_AR43_genomic	17.474	17.938	0.627	9.844	8.920	6.871	3.990	11.260	11.909	4.096	3.991	5.352	4.310	0.0	9.416	6.242	4.859	17.528	35.937	40.671
Alteromonas_mediterranea_strain_CP48_genomic	87.349	88.224	37.715	58.860	51.338	50.759	47.200	63.009	66.919	34.539	40.183	31.889	63.851	0.483	41.186	39.238	28.277	100.000	99.998	100.000
Alteromonas_mediterranea_strain_CP49_genomic	26.996	26.903	2.592	8.397	8.555	8.140	4.931	11.376	10.284	7.326	4.803	11.082	3.677	0.0	13.547	2.291	6.245	99.998	99.980	99.998
Alteromonas_mediterranea_strain_RG65_genomic	21.275	20.970	0.969	5.302	5.251	4.581	11.681	16.657	16.532	10.122	10.200	2.166	5.953	0.0	14.695	8.872	12.038	99.924	99.965	99.995
Alteromonas_sp_Mex14_genomic	12.758	12.715	0.015	0.025	0.015	0.009	0.258	11.217	6.896	3.314	3.382	0.0	0.549	0.0	10.564	2.711	8.568	71.881	87.786	97.166
Alteromonas_sp_RW2A1_genomic	96.157	96.202	0.610	97.120	97.078	95.905	53.574	96.477	95.928	93.301	93.388	91.918	92.707	0.0	95.628	95.092	95.271	100.000	99.990	100.000
Alteromonas_sp_SN2_genomic	1.680	1.624	0.012	0.102	0.129	0.047	0.190	2.294	0.665	0.486	0.467	0.065	0.629	0.0	1.415	0.372	0.880	32.067	66.697	78.626
Alteromonas_stellipolaris_LMG_21856_genomic	5.557	4.191	0.0	4.926	5.385	4.655	1.768	6.531	3.548	3.749	3.727	2.623	5.237	0.0	3.675	4.305	2.242	22.735	46.451	51.407
Alteromonas_stellipolaris_strain_PQQ_42_genomic	7.236	6.802	0.0	5.885	6.151	6.882	1.970	11.082	4.557	3.923	4.737	2.955	6.942	0.0	4.598	5.635	3.916	52.756	81.388	92.054
Alteromonas_stellipolaris_strain_PQQ_44_genomic	89.880	91.288	0.0	68.864	66.801	61.346	87.010	84.222	91.967	87.823	87.097	21.228	68.702	0.0	92.019	83.595	94.339	99.981	99.943	99.998
Arcanobacterium_phocae_strain_DSM_10002_genomic	73.203	73.256	0.0	3.907	3.658	2.436	18.461	63.666	55.334	53.015	53.020	0.249	16.975	0.0	72.551	44.214	64.235	97.918	98.549	99.984
Archaeoglobus_fulgidus_DSM_4304_genomic	23.922	24.806	1.876	4.016	0.982	0.587	13.896	7.892	5.812	4.261	4.335	0.323	2.522	0.0	10.379	3.685	6.008	98.578	99.480	99.997
Archaeoglobus_fulgidus_DSM_8774_genomic	98.902	98.955	2.870	96.798	99.571	99.102	60.432	97.324	99.296	99.039	98.954	97.997	99.695	0.0	94.454	99.094	99.611	100.000	99.981	100.000
Archaeoglobus_profundus_DSM_5631_genomic	58.801	58.771	0.0	1.231	1.231	0.424	7.426	48.844	39.392	37.222	37.457	0.0	15.455	0.0	58.251	29.276	49.737	94.341	96.422	99.864
Archaeoglobus_veneficus_SNP6_genomic	10.671	10.663	0.0	0.069	0.069	0.042	0.153	9.674	3.688	4.252	4.168	0.042	2.008	0.0	9.225	3.648	7.063	56.597	80.519	92.652
Arthrobacter_sp_PAMC25486_genomic	0.748	0.726	0.0	0.0	0.0	0.0	0.0	0.802	0.207	0.257	0.236	0.0	0.177	0.0	0.530	0.214	0.335	15.568	51.882	60.628
B9_25K2_S3_contigs	57.951	57.945	0.0	1.338	1.338	0.452	8.068	50.032	42.260	35.786	35.647	0.0	16.726	0.0	56.501	26.097	47.652	95.064	96.585	99.785
Bacillus_infantis_NRRL_B_14911_genomic	98.993	98.968	0.041	98.340	98.232	98.007	96.636	98.840	98.983	98.698	98.692	88.468	90.519	0.0	98.825	98.805	98.937	100.000	99.976	100.000
Bacillus_safensis_strain_KCTC_12796BP_genomic	6.697	5.154	0.0	1.278	1.023	1.207	4.880	2.483	1.038	1.302	1.292	1.118	2.460	0.0	2.110	1.385	1.001	57.956	83.222	93.913
Bacillus_sp_Alg07_genomic	19.143	19.079	0.0	0.140	0.125	0.067	0.556	17.351	9.480	8.633	8.636	0.012	1.717	0.0	17.460	6.262	13.499	73.039	88.129	97.327
Bacillus_sp_Pc3_genomic	85.356	88.570	0.015	11.910	11.370	6.807	47.303	72.361	77.027	70.971	70.954	0.154	43.792	0.0	84.841	56.477	80.763	98.730	99.335	99.988
Bacillus_velezensis_strain_9912D_genomic	8.490	5.043	0.0	0.651	0.718	0.319	2.480	13.709	8.164	7.398	7.343	0.070	3.360	0.0	8.118	6.288	6.671	64.119	84.060	94.905
Bacteriovorax_marinus_SJ_genomic	87.642	87.897	0.0	10.361	9.962	5.932	39.171	77.541	76.481	71.860	71.787	0.109	36.283	0.0	86.934	58.355	81.209	99.286	99.721	99.994
Bdellovibrio_bacteriovorus_strain_109J_genomic	99.836	99.858	0.0	76.876	75.799	70.796	95.912	97.929	99.204	98.949	98.955	17.382	81.189	0.0	99.627	97.521	99.853	99.992	99.976	99.999
Belliella_baltica_DSM_15883_genomic	45.420	45.476	0.019	1.038	0.980	0.732	4.389	39.524	28.640	24.696	24.509	0.393	6.751	0.0	42.474	18.304	33.981	91.432	96.058	99.690
Brucella_ceti_TE10759_12_genomic	48.633	49.305	0.0	50.801	48.631	41.317	38.628	40.336	49.373	43.616	45.052	41.061	44.282	0.0	47.590	50.041	40.666	99.874	99.966	99.997
Brucella_ceti_TE28753_12_genomic	34.162	26.671	0.042	6.215	8.243	13.891	2.825	5.096	0.427	2.194	1.852	11.404	13.434	0.0	5.733	4.024	2.285	75.581	96.438	99.808
Brucella_pinnipedialis_B2_94_genomic	50.686	57.726	0.053	43.837	43.229	44.657	36.759	55.151	50.318	53.888	52.879	43.944	42.704	0.0	45.468	46.650	56.883	99.987	99.945	99.996
Brucella_sp_141012304_genomic	19.587	18.194	0.015	0.940	1.304	0.548	5.771	11.297	9.714	5.646	5.568	0.095	5.943	0.0	11.449	4.398	9.512	98.336	98.817	99.986
Caldithrix_abyssi_DSM_13497_genomic	94.968	94.993	0.185	66.074	64.770	58.212	87.801	92.126	93.920	91.590	91.611	10.542	73.996	0.0	94.476	88.640	94.598	99.994	99.968	100.000
Campylobacter_lari_strain_Slaughter_Beach_genomic	43.449	42.886	0.0	1.580	1.580	0.736	6.129	43.170	33.941	22.770	22.959	0.043	16.045	0.0	39.111	13.539	30.329	93.548	97.078	99.873
Campylobacter_peloridis_LMG_23910_genomic	69.544	70.075	0.0	7.134	6.940	4.138	27.364	64.117	62.980	47.348	47.352	0.911	22.057	0.0	67.342	29.238	54.463	98.495	99.010	99.963
Candidatus_Aquiluna_sp_UB_MaderosW2red_genomic	93.980	94.315	0.0	21.829	20.691	14.963	57.651	84.988	85.772	84.466	84.418	0.384	49.209	0.0	93.617	75.332	92.864	99.734	99.747	99.994
Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_genomic	99.321	99.298	0.0	93.315	92.614	90.650	97.836	98.994	99.521	99.053	99.041	49.591	88.651	0.0	99.486	97.911	99.594	99.997	99.967	99.997
Candidatus_Endolissoclinum_faulkneri_L5_genomic	99.904	99.901	99.396	99.819	99.908	99.893	82.407	99.962	99.136	99.932	99.908	99.707	99.740	0.0	99.563	100.000	99.853	100.000	99.995	100.000
Candidatus_Endolissoclinum_patella_L2_genomic	99.999	99.999	85.322	99.946	99.910	99.815	70.290	99.876	99.958	99.749	99.809	99.798	99.725	0.0	99.749	99.721	99.901	99.999	99.991	99.999
Candidatus_Gloeomargarita_lithophora_D10_genomic	97.454	97.471	0.0	98.803	98.736	98.469	86.770	99.145	99.364	98.972	99.001	94.149	95.569	0.0	98.741	99.029	99.270	99.921	99.991	100.000
Candidatus_Nitrosoarchaeum_limnia_SFB1_genomic	99.596	99.596	94.835	99.595	99.559	99.540	91.935	99.429	99.593	99.568	99.567	96.708	99.936	0.0	99.521	99.590	99.434	99.669	99.992	99.992
Candidatus_Nitrosopelagicus_brevis_CN25_genomic	95.657	95.853	0.0	42.731	41.543	34.247	81.534	92.164	95.244	90.615	90.694	2.366	71.588	0.0	96.613	78.957	96.483	99.985	99.899	99.998
Candidatus_Nitrosopumilus_koreensis_AR1_genomic	0.607	0.597	0.0	0.039	0.039	0.0	0.0	0.643	0.197	0.180	0.107	0.0	0.071	0.0	0.621	0.166	0.277	16.148	51.784	61.036
