Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Actinoalloteichus_sp_GBA129_24_genomic	20.521	12.389	0.0	6.140	6.028	4.281	17.901	3.957	15.918	12.725	12.444	0.116	1.762	0.0	15.565	9.738	8.375	17.033	47.796	55.152
Aeromonas_salmonicida_subsp_salmonicida_A449_genomic	52.377	54.437	0.883	89.203	90.180	85.581	45.456	84.664	89.184	91.750	91.780	87.927	85.210	0.0	77.904	82.159	85.224	99.998	99.968	99.998
Aeropyrum_camini_SY1_JCM_12091_genomic	99.470	99.446	0.0	99.755	99.719	99.745	99.643	98.914	99.859	99.721	99.721	94.434	72.743	0.0	99.931	99.718	99.797	99.999	99.984	99.999
Aeropyrum_pernix_K1_genomic	0.842	0.876	0.0	0.0	0.0	0.0	0.0	0.428	0.435	0.182	0.182	0.0	0.038	0.0	0.702	0.113	0.447	43.678	74.859	87.653
Agarivorans_gilvus_strain_WH0801_genomic	59.335	59.504	0.021	6.936	6.712	3.785	28.438	7.011	37.986	27.880	27.903	0.222	2.065	0.0	44.737	24.301	23.388	98.908	99.353	99.994
Agrococcus_jejuensis_strain_DSM_22002_genomic	4.483	4.426	0.0	0.021	0.021	0.0	0.467	0.856	3.103	0.791	0.740	0.002	0.271	0.0	2.214	0.697	1.798	74.834	89.430	97.940
Alcanivorax_borkumensis_SK2_genomic	1.088	1.079	0.0	0.048	0.022	0.027	0.0	0.340	0.388	0.328	0.328	0.019	0.146	0.0	0.569	0.267	0.385	42.831	73.441	86.131
Alcanivorax_dieselolei_B5_genomic	0.021	0.015	0.0	0.0	0.0	0.0	0.0	0.019	0.018	0.006	0.0	0.0	0.015	0.0	0.022	0.019	0.013	3.615	29.793	33.150
Alcanivorax_sp_W11_5_genomic	7.575	7.555	0.0	0.052	0.094	0.038	0.850	1.480	4.143	1.926	1.922	0.0	0.275	0.0	5.413	1.731	3.681	79.001	90.331	98.186
Algibacter_sp_HZ22_genomic	81.897	81.875	3.581	99.232	99.226	98.982	93.688	99.033	99.086	99.018	99.013	98.267	98.816	0.0	98.908	99.045	97.061	100.000	99.990	100.000
Aliivibrio_salmonicida_LFI1238_genomic	21.057	24.295	9.902	18.856	15.319	8.828	11.835	15.773	16.168	16.583	11.926	10.583	51.741	0.0	12.993	10.241	2.679	68.615	95.855	99.903
Aliivibrio_wodanis_genomic	5.868	5.420	0.504	4.615	4.686	3.263	3.928	3.428	4.491	2.857	2.690	2.164	2.830	0.0	3.945	3.259	3.068	83.487	99.203	99.984
Altererythrobacter_atlanticus_strain_26DY36_genomic	0.380	0.372	0.0	0.0	0.0	0.0	0.035	0.130	0.088	0.067	0.040	0.0	0.029	0.0	0.211	0.101	0.089	21.179	57.381	68.316
Altererythrobacter_dongtanensis_strain_KCTC_22672_genomic	2.771	2.745	0.0	0.017	0.017	0.002	0.083	0.648	1.266	0.909	0.884	0.0	0.123	0.0	1.734	0.635	1.099	62.861	83.842	94.798
Altererythrobacter_epoxidivorans_CGMCC_17731_genomic	7.222	7.166	0.0	0.0	0.0	0.020	0.567	1.276	3.964	1.570	1.476	0.0	0.257	0.0	5.748	1.445	3.920	80.143	91.971	98.484
Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic	26.410	26.239	0.0	0.761	0.742	0.224	5.691	3.020	15.121	8.932	8.933	0.005	0.566	0.0	18.671	7.520	12.841	93.932	96.957	99.740
Altererythrobacter_marensis_strain_KCTC_22370_genomic	42.391	41.466	0.0	2.999	2.845	1.236	15.876	4.971	26.584	14.726	14.936	0.002	1.691	0.0	27.808	11.291	17.421	97.784	98.759	99.961
Altererythrobacter_namhicola_strain_JCM_16345_genomic	88.777	88.987	0.0	39.206	38.060	29.816	74.317	19.370	79.787	59.930	59.844	1.408	4.581	0.0	77.098	45.068	36.452	99.931	99.899	99.996
Alteromonas_australica_DE170_genomic	64.316	65.242	0.076	11.864	11.457	7.387	41.086	6.970	42.101	33.735	33.613	0.531	2.727	0.0	49.591	29.274	22.053	98.404	99.064	99.993
Alteromonas_australica_H_17_genomic	2.850	2.051	0.0	1.283	1.320	0.770	2.408	0.843	2.157	1.687	1.815	0.014	0.262	0.0	1.438	1.893	1.382	45.027	74.114	86.043
Alteromonas_macleodii_ATCC_27126_genomic	31.494	30.414	2.847	48.844	51.245	43.520	29.290	34.054	47.529	16.956	17.784	21.057	17.078	0.0	25.710	23.977	24.555	100.000	99.994	100.000
Alteromonas_macleodii_AltDE1_genomic	12.997	15.200	3.702	6.409	6.293	5.989	4.756	10.317	8.013	5.352	6.157	3.909	5.959	0.314	8.009	6.424	3.276	35.761	33.477	31.420
Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic	58.969	59.350	21.482	29.753	30.558	23.214	22.308	32.807	34.904	36.097	35.278	22.715	31.480	0.0	27.862	39.285	9.659	100.000	99.998	100.000
Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic	58.741	59.213	13.233	79.415	85.474	72.524	33.223	60.505	75.001	70.073	69.985	57.650	65.176	0.0	66.964	80.200	22.937	100.000	99.994	100.000
Alteromonas_macleodii_str_Black_Sea_11_genomic	66.807	66.593	0.342	77.189	82.979	80.964	45.827	68.016	80.948	39.783	39.339	56.388	32.334	0.0	70.068	53.625	57.902	100.000	99.996	100.000
Alteromonas_macleodii_str_Deep_ecotype_genomic	21.823	21.921	2.520	10.262	10.226	9.022	10.310	7.520	13.343	11.312	11.575	4.810	3.815	0.0	10.857	11.209	7.839	99.473	99.982	100.000
Alteromonas_macleodii_str_English_Channel_615_genomic	17.035	16.379	1.790	6.512	6.870	4.975	8.815	5.907	9.769	8.393	8.028	2.907	2.047	0.0	9.476	7.494	5.531	99.958	99.873	99.998
Alteromonas_macleodii_str_English_Channel_673_genomic	1.664	1.496	0.562	1.843	1.774	1.941	1.623	1.511	1.867	0.566	0.489	0.795	0.462	0.0	1.190	0.801	1.341	11.631	47.078	54.527
Alteromonas_macleodii_str_Ionian_Sea_U4_genomic	25.855	27.436	7.858	16.824	13.526	10.168	11.536	14.306	20.061	17.674	15.647	10.186	12.441	0.0	12.573	16.360	6.428	95.172	96.102	99.996
Alteromonas_macleodii_str_Ionian_Sea_U7_genomic	26.798	25.759	8.125	9.366	11.803	6.626	6.169	11.816	13.028	9.981	10.905	6.917	10.355	0.266	9.492	13.625	3.997	2.225	16.714	16.953
Alteromonas_macleodii_str_Ionian_Sea_U8_genomic	28.502	25.779	11.320	16.009	14.938	12.704	13.377	12.768	14.234	14.293	13.036	10.236	16.959	0.339	12.776	12.757	3.480	99.999	99.996	100.000
Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic	15.423	15.960	3.292	13.877	12.447	9.438	5.799	8.826	11.668	8.549	9.693	9.311	8.787	0.0	9.944	10.719	5.308	99.436	99.994	100.000
Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic	17.877	14.972	3.606	6.777	6.555	6.957	5.976	4.598	8.733	9.103	7.806	8.286	6.477	0.0	4.575	8.433	3.380	51.494	90.576	95.239
Alteromonas_mediterranea_strain_AR43_genomic	7.763	9.246	0.521	8.763	8.622	6.336	2.423	4.570	6.996	3.947	3.831	5.342	3.092	0.0	6.695	5.953	3.795	17.528	35.937	40.671
Alteromonas_mediterranea_strain_CP48_genomic	66.377	66.672	37.755	57.334	50.726	39.532	36.197	44.108	56.866	31.733	37.297	31.632	44.904	0.483	29.227	35.799	19.493	100.000	99.998	100.000
Alteromonas_mediterranea_strain_CP49_genomic	18.689	17.040	2.592	7.457	7.990	7.638	3.026	6.154	5.790	7.174	4.537	11.035	2.815	0.0	11.366	2.221	3.686	99.998	99.980	99.998
Alteromonas_mediterranea_strain_RG65_genomic	15.671	15.689	0.896	5.079	5.185	4.115	9.055	3.325	10.143	8.060	8.043	2.083	0.695	0.0	10.535	7.066	5.085	99.924	99.965	99.995
Alteromonas_sp_Mex14_genomic	3.412	3.425	0.015	0.032	0.020	0.014	0.147	0.676	1.977	0.542	0.530	0.0	0.063	0.0	2.118	0.474	1.588	71.881	87.786	97.166
Alteromonas_sp_RW2A1_genomic	80.857	81.150	0.610	97.037	96.998	95.825	45.976	95.115	94.702	93.265	93.289	91.904	86.937	0.0	94.758	94.939	94.036	100.000	99.990	100.000
Alteromonas_sp_SN2_genomic	0.406	0.452	0.012	0.113	0.129	0.056	0.146	0.222	0.144	0.083	0.085	0.040	0.155	0.0	0.390	0.105	0.194	32.067	66.697	78.626
Alteromonas_stellipolaris_LMG_21856_genomic	3.454	2.394	0.0	4.782	5.241	4.579	1.735	1.787	2.366	2.636	2.761	2.637	1.105	0.0	2.319	3.277	1.439	22.735	46.451	51.407
Alteromonas_stellipolaris_strain_PQQ_42_genomic	4.332	3.510	0.0	5.828	6.099	6.816	1.939	3.028	2.911	2.774	3.320	2.945	1.962	0.0	2.728	4.053	2.674	52.756	81.388	92.054
Alteromonas_stellipolaris_strain_PQQ_44_genomic	83.723	85.559	0.0	68.548	66.736	61.142	86.741	40.650	89.163	84.295	83.530	21.228	13.841	0.0	87.913	76.832	71.786	99.981	99.943	99.998
Arcanobacterium_phocae_strain_DSM_10002_genomic	50.043	49.660	0.0	3.801	3.553	2.373	18.293	6.132	27.695	21.955	21.920	0.249	1.788	0.0	38.233	20.824	23.346	97.918	98.549	99.984
Archaeoglobus_fulgidus_DSM_4304_genomic	18.461	17.331	1.876	3.943	0.909	0.587	6.510	3.008	3.714	2.775	2.811	0.323	0.291	0.0	8.701	2.652	6.919	98.578	99.480	99.997
Archaeoglobus_fulgidus_DSM_8774_genomic	52.915	53.710	2.869	96.798	99.571	99.102	34.392	97.221	99.296	99.039	98.954	97.989	99.695	0.0	94.454	99.094	93.417	100.000	99.981	100.000
Archaeoglobus_profundus_DSM_5631_genomic	31.848	31.970	0.0	1.114	1.114	0.424	7.405	3.051	17.366	13.288	13.435	0.0	1.359	0.0	24.583	11.800	15.821	94.341	96.422	99.864
Archaeoglobus_veneficus_SNP6_genomic	3.109	3.109	0.0	0.069	0.069	0.042	0.153	0.572	1.237	0.948	0.976	0.042	0.334	0.0	2.440	0.919	1.967	56.597	80.519	92.652
Arthrobacter_sp_PAMC25486_genomic	0.117	0.115	0.0	0.0	0.0	0.0	0.0	0.087	0.028	0.011	0.004	0.0	0.038	0.0	0.078	0.030	0.046	15.568	51.882	60.628
B9_25K2_S3_contigs	30.562	30.539	0.0	1.284	1.283	0.453	7.990	3.765	17.319	11.262	11.187	0.0	1.926	0.0	22.096	10.003	14.582	95.064	96.585	99.785
Bacillus_infantis_NRRL_B_14911_genomic	95.337	95.367	0.041	98.343	98.227	98.003	96.535	96.056	98.929	98.638	98.632	88.467	48.888	0.0	98.662	98.606	98.079	100.000	99.976	100.000
Bacillus_safensis_strain_KCTC_12796BP_genomic	2.558	1.512	0.0	1.278	1.023	1.207	1.593	0.254	0.451	1.042	1.042	0.546	1.008	0.0	1.340	1.206	0.195	57.956	83.222	93.913
Bacillus_sp_Alg07_genomic	5.964	5.959	0.0	0.104	0.125	0.068	0.559	1.224	2.797	1.811	1.748	0.012	0.274	0.0	4.424	1.442	3.175	73.039	88.129	97.327
Bacillus_sp_Pc3_genomic	62.486	61.022	0.015	11.712	11.286	6.687	47.216	5.651	33.912	33.712	33.570	0.154	3.667	0.0	46.876	29.998	18.388	98.730	99.335	99.988
Bacillus_velezensis_strain_9912D_genomic	2.102	1.739	0.0	0.581	0.649	0.305	2.151	0.615	1.552	1.033	1.090	0.070	0.176	0.0	1.176	1.489	0.988	64.119	84.060	94.905
Bacteriovorax_marinus_SJ_genomic	70.865	71.091	0.0	10.228	9.845	5.876	39.136	8.658	46.308	36.325	36.377	0.109	2.967	0.0	58.672	32.996	25.759	99.286	99.721	99.994
Bdellovibrio_bacteriovorus_strain_109J_genomic	99.215	99.388	0.0	76.780	75.737	70.674	95.869	50.257	97.026	95.935	96.049	17.382	14.492	0.0	98.803	93.201	89.840	99.992	99.976	99.999
Belliella_baltica_DSM_15883_genomic	20.399	20.172	0.019	1.014	0.963	0.731	4.363	3.582	11.110	7.276	7.342	0.393	1.103	0.0	15.105	6.516	10.615	91.432	96.058	99.690
Brucella_ceti_TE10759_12_genomic	30.824	32.476	0.0	51.430	48.987	41.176	37.197	40.667	50.340	44.354	45.736	40.887	34.757	0.0	47.507	50.526	42.533	99.874	99.966	99.997
Brucella_ceti_TE28753_12_genomic	17.978	10.047	0.042	5.583	8.297	13.913	2.087	5.184	0.418	2.128	1.852	11.404	11.956	0.0	5.617	3.933	2.488	75.581	96.438	99.808
Brucella_pinnipedialis_B2_94_genomic	35.507	41.445	0.053	43.983	43.383	44.672	36.476	53.596	50.219	53.249	52.265	44.109	32.958	0.0	47.585	45.702	50.204	99.987	99.945	99.996
Brucella_sp_141012304_genomic	6.112	5.988	0.015	0.716	0.734	0.510	2.321	1.295	3.980	2.263	2.245	0.095	0.201	0.0	3.879	2.093	2.456	98.336	98.817	99.986
Caldithrix_abyssi_DSM_13497_genomic	91.934	92.136	0.185	65.726	64.544	58.020	87.637	40.516	89.562	85.853	85.858	10.524	11.572	0.0	91.342	78.559	62.036	99.994	99.968	100.000
Campylobacter_lari_strain_Slaughter_Beach_genomic	18.231	18.185	0.0	1.348	1.348	0.736	4.464	3.714	10.093	5.311	5.384	0.043	2.057	0.0	10.905	3.980	7.930	93.548	97.078	99.873
Campylobacter_peloridis_LMG_23910_genomic	40.077	40.010	0.0	6.902	6.807	3.951	24.531	7.243	26.863	16.599	16.466	0.911	2.700	0.0	26.497	12.087	15.702	98.495	99.010	99.963
Candidatus_Aquiluna_sp_UB_MaderosW2red_genomic	85.013	84.060	0.0	21.724	20.585	14.864	57.584	13.098	60.781	58.079	58.225	0.384	3.317	0.0	77.892	52.447	25.965	99.734	99.747	99.994
Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_genomic	65.124	65.341	0.0	93.315	92.614	90.648	97.751	75.753	98.699	97.578	97.567	49.588	26.912	0.0	99.373	94.083	96.633	99.997	99.967	99.997
Candidatus_Endolissoclinum_faulkneri_L5_genomic	99.441	99.405	99.396	99.819	99.908	99.928	73.166	99.430	99.110	99.908	99.908	99.150	99.740	0.0	98.042	99.975	98.852	100.000	99.995	100.000
Candidatus_Endolissoclinum_patella_L2_genomic	99.999	99.999	85.322	99.946	99.910	99.788	53.117	99.785	99.959	99.749	99.809	99.798	99.725	0.0	97.158	99.721	99.901	99.999	99.991	99.999
Candidatus_Gloeomargarita_lithophora_D10_genomic	80.455	80.249	0.0	98.610	98.450	98.469	85.140	97.918	99.265	98.862	98.924	94.050	69.887	0.0	98.490	98.978	99.013	99.921	99.991	100.000
Candidatus_Nitrosoarchaeum_limnia_SFB1_genomic	99.569	99.569	94.835	99.595	99.559	99.505	71.714	99.370	99.593	99.568	99.567	96.693	99.856	0.0	99.463	99.590	99.083	99.669	99.992	99.992
Candidatus_Nitrosopelagicus_brevis_CN25_genomic	87.043	86.538	0.0	42.457	41.356	34.156	81.534	18.414	83.777	70.636	70.898	2.366	8.708	0.0	85.231	56.249	33.954	99.985	99.899	99.998
Candidatus_Nitrosopumilus_koreensis_AR1_genomic	0.158	0.153	0.0	0.039	0.039	0.0	0.0	0.025	0.053	0.023	0.025	0.0	0.008	0.0	0.032	0.023	0.070	16.148	51.784	61.036
